state_label,region_label,census_division_label,marital_status_label,living_arrangement_label,marital_net_label,gender_age_net_label,national_weight,census_division_weight,state_weight
Delaware,South,South Atlantic,Separated,Only adult in household,Single,Female 45–54,0.919874,0.115167,0.607849
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 35–44,1.375414,0.690359,0.948106
Hawaii,West,Pacific,Widowed/widower,Only adult in household,Single,Female 65+,1.250293,0.107088,0.620552
Missouri,Midwest,West North Central,Single,Only adult in household,Single,Male 35–44,0.446194,1.944103,0.930781
Georgia,South,South Atlantic,Single,Only adult in household,Single,Female 35–44,1.096797,1.367795,0.99206
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.750931,1.057375
Iowa,Midwest,West North Central,Widowed/widower,Only adult in household,Single,Male 65+,0.387971,0.823521,0.775385
Montana,West,Mountain,Married,Live with spouse/partner,Married,Male 25–34,0.425974,0.354634,1.756763
Wisconsin,Midwest,East North Central,Single,Only adult in household,Single,Female 25–34,1.370103,0.632858,1.027908
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,0.918587,0.208,0.788136
Alaska,West,Pacific,Married,Live with spouse/partner,Married,Female 45–54,1.375201,0.077452,0.603605
Kentucky,South,East South Central,Single,Live in parents’ home,Single,Male 18–24,0.863157,1.042772,1.137729
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.387971,0.823521,0.775385
Wisconsin,Midwest,East North Central,Single,Live in parents’ home,Single,Female 18–24,1.370103,0.632858,1.027908
West Virginia,South,South Atlantic,Widowed/widower,Live with family/friends/roommates,Single,Female 45–54,1.095263,0.242046,1.058082
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 25–34,0.379983,0.861749,0.747402
West Virginia,South,South Atlantic,Divorced,Live with family/friends/roommates,Single,Female 45–54,1.095263,0.242046,1.058082
Washington,West,Pacific,Divorced,Live with family/friends/roommates,Single,Male 55–64,2.258489,0.535756,1.041291
Kentucky,South,East South Central,Single,Only adult in household,Single,Male 35–44,0.71474,0.853047,0.914038
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.462591,0.964508,0.980055
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Female 45–54,0.428704,0.595938,1.063769
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.750931,1.057375
Kentucky,South,East South Central,Single,Only adult in household,Single,Female 45–54,0.729583,0.858243,0.921263
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.358162,0.507745,0.65528
Missouri,Midwest,West North Central,Separated,Only adult in household,Single,Female 35–44,0.454823,2.07258,1.013502
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Female 45–54,1.176424,2.173879,1.716592
Iowa,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Male 35–44,0.446194,0.985552,0.938908
Kentucky,South,East South Central,Divorced,Only adult in household,Single,Male 65+,0.741006,0.867005,0.945554
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,0.934276,0.610757,0.665712
Tennessee,South,East South Central,Single,Live with family/friends/roommates,Single,Female 18–24,0.725749,1.510906,1.127469
Iowa,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 35–44,0.446194,0.985552,0.938908
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 35–44,1.153369,0.608888,0.826792
Alaska,West,Pacific,Single,Only adult in household,Single,Male 65+,1.173068,0.055562,0.856768
Massachusetts,Northeast,New England,Married,Live with spouse/partner,Married,Female 25–34,0.497283,2.900536,0.946396
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.34932,0.619866,0.789988
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.741006,0.867005,0.945554
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 35–44,0.728562,0.922272,0.977671
West Virginia,South,South Atlantic,Divorced,Only adult in household,Single,Male 35–44,0.90116,0.205063,0.753758
Tennessee,South,East South Central,Single,Only adult in household,Single,Male 55–64,0.741006,1.396109,0.909856
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.398905,0.615193,0.767257
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,0.995781,0.21183,0.80152
Kentucky,South,East South Central,Divorced,Live with family/friends/roommates,Single,Female 35–44,0.728562,0.922272,0.977671
West Virginia,South,South Atlantic,Divorced,Only adult in household,Single,Female 45–54,1.095263,0.242046,1.058082
New Hampshire,Northeast,New England,Married,Live with spouse/partner,Married,Female 45–54,0.323546,0.458133,0.747351
Hawaii,West,Pacific,Divorced,Only adult in household,Single,Female 55–64,1.490766,0.150562,0.990338
Idaho,West,Mountain,Single,Only adult in household,Single,Female 35–44,0.429305,0.527741,0.440722
Indiana,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.398905,0.68036,0.978696
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Male 35–44,0.71474,1.373633,0.882624
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.462591,0.580475,0.88273
New Mexico,West,Mountain,Single,Only adult in household,Single,Male 25–34,0.977858,0.901192,1.804683
New Mexico,West,Mountain,Single,Live in parents’ home,Single,Male 25–34,0.518703,0.764095,1.614744
Missouri,Midwest,West North Central,Divorced,Only adult in household,Single,Female 45–54,0.464494,2.430555,1.278246
Texas,South,West South Central,Single,Live in parents’ home,Single,Male 35–44,2.593336,2.984199,1.009653
Idaho,West,Mountain,Single,Only adult in household,Single,Female 45–54,0.359551,0.510711,0.646182
Georgia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,1.11553,1.318392,0.900973
South Carolina,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 45–54,1.074483,0.726942,0.945937
Alaska,West,Pacific,Single,Live with spouse/partner,Living with partner,Female 18–24,1.36989,0.078411,1.034249
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 35–44,1.153369,0.608888,0.826792
West Virginia,South,South Atlantic,Widowed/widower,Live with spouse/partner,Living with partner,Male 45–54,1.074483,0.238627,1.011929
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 45–54,0.317408,0.346121,0.722359
South Dakota,Midwest,West North Central,Divorced,Live with family/friends/roommates,Single,Female 55–64,0.503528,0.353982,1.143673
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Male 55–64,0.741006,1.396109,0.909856
Iowa,Midwest,West North Central,Single,Only adult in household,Single,Female 25–34,0.453067,1.009281,0.944685
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 35–44,0.611039,0.804847,0.923409
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 35–44,1.34932,0.619866,0.789988
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Female 45–54,0.728562,0.922272,0.977671
Missouri,Midwest,West North Central,Divorced,Only adult in household,Single,Female 45–54,0.454823,2.07258,1.013502
Kentucky,South,East South Central,Widowed/widower,Live with family/friends/roommates,Single,Female 45–54,0.728562,0.922272,0.977671
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 35–44,1.153369,0.608888,0.826792
Missouri,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Female 25–34,0.453067,1.990911,0.959036
New Mexico,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.839474,0.791116,1.459141
Missouri,Midwest,West North Central,Separated,Live with spouse/partner,Living with partner,Female 35–44,0.454823,2.07258,1.013502
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 35–44,1.153548,0.564765,0.922495
North Dakota,Midwest,West North Central,Single,Only adult in household,Single,Male 35–44,0.446194,0.242694,0.850849
Idaho,West,Mountain,Divorced,Only adult in household,Single,Female 65+,0.464731,0.650092,1.134651
New York,Northeast,Middle Atlantic,Separated,Live with family/friends/roommates,Single,Male 25–34,4.355152,1.590107,0.897725
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.689564,0.655284,1.095047
Indiana,Midwest,East North Central,Single,Only adult in household,Single,Male 25–34,1.631792,0.782849,1.025646
Rhode Island,Northeast,New England,Divorced,Only adult in household,Single,Female 55–64,0.418193,0.454311,0.89659
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 65+,0.493044,0.641397,0.978644
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 35–44,1.375414,0.690359,0.948106
South Dakota,Midwest,West North Central,Divorced,Live with spouse/partner,Living with partner,Female 25–34,0.453067,0.285858,0.994515
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 45–54,0.381456,0.220913,0.610871
Kentucky,South,East South Central,Single,Only adult in household,Single,Female 35–44,0.728562,0.922272,0.977671
Idaho,West,Mountain,Divorced,Live with family/friends/roommates,Single,Female 45–54,0.428704,0.595938,1.063769
Texas,South,West South Central,Married,Live with spouse/partner,Married,Male 18–24,3.131847,3.228245,1.103466
Tennessee,South,East South Central,Married,Live with spouse/partner,Married,Female 45–54,0.728562,1.485103,0.961633
Missouri,Midwest,West North Central,Divorced,Only adult in household,Single,Male 55–64,0.463239,1.622828,0.827652
New Hampshire,Northeast,New England,Divorced,Live with spouse/partner,Living with partner,Female 45–54,0.323546,0.458133,0.747351
Washington,West,Pacific,Single,Live with spouse/partner,Living with partner,Female 25–34,2.637428,0.756077,2.110372
Connecticut,Northeast,New England,Single,Only adult in household,Single,Male 25–34,0.383855,1.167527,0.879995
Iowa,Midwest,West North Central,Single,Only adult in household,Single,Female 35–44,0.45546,0.896186,0.941049
Georgia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Female 25–34,1.114233,1.775833,0.895471
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.187303,0.750931,1.057375
Alaska,West,Pacific,Widowed/widower,Only adult in household,Single,Female 65+,1.490766,0.078122,0.830555
West Virginia,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Female 35–44,1.095263,0.242046,1.058082
Washington,West,Pacific,Single,Live with family/friends/roommates,Single,Female 25–34,1.399019,0.738762,1.443197
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 55–64,0.462591,1.902592,0.89917
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 25–34,1.36989,0.866679,1.561596
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 35–44,1.095263,0.242046,1.058082
Indiana,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 35–44,1.34932,0.685529,0.830829
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 35–44,1.177894,0.51902,0.764105
Connecticut,Northeast,New England,Widowed/widower,Live with spouse/partner,Living with partner,Male 45–54,0.378986,1.118167,0.894271
Tennessee,South,East South Central,Divorced,Live with spouse/partner,Living with partner,Female 45–54,0.611039,1.296019,0.83029
West Virginia,South,South Atlantic,Divorced,Live with spouse/partner,Living with partner,Female 35–44,1.095263,0.242046,1.058082
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 45–54,1.074483,0.726942,0.945937
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 35–44,1.133073,0.535933,0.565721
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 45–54,1.131488,0.597019,0.679561
Utah,West,Mountain,Divorced,Only adult in household,Single,Male 45–54,0.809718,1.247955,1.480183
Kentucky,South,East South Central,Single,Live with spouse/partner,Living with partner,Male 35–44,0.599447,0.744437,0.863306
Texas,South,West South Central,Married,Live with spouse/partner,Married,Male 55–64,2.688636,2.92143,0.973017
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 35–44,1.131664,0.507097,0.768648
Iowa,Midwest,West North Central,Single,Only adult in household,Single,Male 35–44,0.446194,0.985552,0.938908
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Male 35–44,0.352729,0.502722,0.613488
Kentucky,South,East South Central,Married,Live with spouse/partner,Married,Male 45–54,0.599447,0.744437,0.863306
New Hampshire,Northeast,New England,Divorced,Only adult in household,Single,Female 65+,0.418193,0.602987,1.047031
South Dakota,Midwest,West North Central,Single,Live in parents’ home,Single,Male 25–34,0.538847,0.403388,1.57247
West Virginia,South,South Atlantic,Divorced,Only adult in household,Single,Female 55–64,1.187303,0.246501,1.07605
Nebraska,Midwest,West North Central,Single,Live with family/friends/roommates,Single,Male 25–34,0.870087,1.035722,1.922586
Montana,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.427049,0.356043,1.046668
