age,education_level,occupation,number_of_dependents,location,work_experience,marital_status,employment_status,household_size,homeownership_status,type_of_housing,gender,primary_mode_of_transportation,income,log_income
57,Doctorate,Technology,4,Urban,39,Married,Part-time,6,Own,Apartment,Male,Car,154644,11.948887446520397
25,Master's,Education,5,Rural,16,Divorced,Full-time,6,Own,Townhouse,Female,Public transit,1808827,14.408189679702247
22,High School,Technology,1,Urban,1,Single,Self-employed,5,Own,Apartment,Female,Public transit,665613,13.408465201921778
26,Bachelor's,Healthcare,5,Urban,30,Single,Self-employed,6,Own,Apartment,Female,Public transit,71888,11.182878541740678
18,Master's,Healthcare,3,Urban,16,Married,Full-time,7,Own,Townhouse,Female,Public transit,75184,11.227707021956421
53,Bachelor's,Finance,3,Urban,7,Single,Part-time,2,Own,Townhouse,Male,Walking,69812,11.153575517827091
52,Master's,Technology,3,Urban,45,Single,Full-time,7,Rent,Single-family home,Female,Public transit,74054,11.212563339361074
19,Master's,Healthcare,1,Urban,16,Divorced,Self-employed,4,Own,Single-family home,Female,Walking,67456,11.119245636829277
57,Bachelor's,Education,4,Urban,37,Married,Full-time,3,Rent,Apartment,Male,Walking,74030,11.212239203383193
40,High School,Healthcare,4,Urban,25,Single,Full-time,2,Rent,Apartment,Male,Biking,73766,11.208666756113645
26,Bachelor's,Others,0,Suburban,42,Married,Full-time,2,Own,Apartment,Female,Public transit,65644,11.09201671536821
51,High School,Healthcare,3,Rural,39,Single,Part-time,4,Rent,Apartment,Male,Car,67620,11.121673864676634
63,Bachelor's,Technology,1,Urban,44,Married,Full-time,6,Own,Single-family home,Male,Public transit,122287,11.714134197482664
31,Master's,Technology,0,Urban,39,Single,Part-time,5,Rent,Apartment,Female,Car,2571776,14.760107657625829
21,Bachelor's,Technology,4,Urban,6,Single,Self-employed,6,Rent,Apartment,Female,Walking,39088,10.573596376469498
47,Doctorate,Healthcare,0,Suburban,23,Single,Full-time,6,Own,Single-family home,Female,Walking,1250871,14.039351466068705
48,Bachelor's,Education,3,Urban,29,Divorced,Full-time,4,Own,Apartment,Male,Public transit,66724,11.108334974272726
55,Master's,Finance,2,Urban,25,Single,Full-time,4,Rent,Townhouse,Female,Car,70672,11.16581888361168
28,Bachelor's,Finance,3,Urban,29,Married,Full-time,7,Rent,Single-family home,Female,Biking,65930,11.09636401959432
52,Doctorate,Finance,3,Suburban,34,Single,Full-time,4,Own,Townhouse,Male,Public transit,65634,11.091864369237507
25,Master's,Finance,1,Urban,1,Single,Full-time,6,Own,Single-family home,Male,Public transit,68706,11.137606365305073
20,High School,Healthcare,2,Urban,43,Married,Self-employed,1,Rent,Apartment,Female,Public transit,1678719,14.333542156220592
31,Doctorate,Healthcare,5,Urban,3,Married,Full-time,7,Own,Single-family home,Male,Car,67538,11.120460487789083
30,Bachelor's,Others,2,Urban,4,Married,Full-time,7,Own,Apartment,Male,Public transit,216427,12.28501320760278
62,High School,Finance,2,Suburban,47,Divorced,Full-time,6,Rent,Townhouse,Female,Public transit,64964,11.081603942316837
49,Bachelor's,Technology,4,Suburban,1,Single,Part-time,3,Own,Single-family home,Female,Walking,74478,11.218272485437613
51,Master's,Technology,0,Suburban,30,Single,Full-time,4,Own,Single-family home,Female,Car,66194,11.100360210371758
62,Bachelor's,Education,4,Urban,26,Married,Self-employed,3,Own,Apartment,Male,Car,71924,11.18337918841975
36,Bachelor's,Healthcare,5,Urban,23,Divorced,Part-time,6,Rent,Apartment,Male,Public transit,69922,11.155149915587463
55,Master's,Technology,2,Urban,44,Married,Self-employed,6,Own,Single-family home,Male,Car,5680410,15.552534147234466
33,Master's,Others,1,Urban,3,Married,Full-time,4,Own,Apartment,Female,Public transit,1212727,14.00838292535335
19,Bachelor's,Education,5,Suburban,27,Single,Full-time,5,Rent,Single-family home,Female,Public transit,67705,11.122930081265755
57,High School,Education,3,Urban,4,Married,Full-time,5,Rent,Single-family home,Male,Car,627278,13.349146696719117
34,High School,Healthcare,3,Urban,26,Single,Full-time,4,Own,Apartment,Male,Public transit,68490,11.134457628756993
51,Master's,Healthcare,4,Rural,43,Divorced,Full-time,2,Rent,Single-family home,Male,Biking,3731103,15.132214726379267
59,Master's,Technology,5,Rural,46,Single,Part-time,3,Rent,Apartment,Male,Car,214705,12.277024929447514
33,High School,Others,4,Urban,4,Single,Part-time,5,Rent,Apartment,Male,Car,70712,11.166384710512041
55,Bachelor's,Finance,1,Urban,4,Married,Part-time,1,Rent,Single-family home,Female,Car,90266,11.410527224107515
19,High School,Others,3,Urban,47,Single,Self-employed,2,Own,Apartment,Male,Public transit,72630,11.193147106920685
19,Master's,Technology,4,Rural,8,Married,Part-time,7,Rent,Townhouse,Female,Walking,168798,12.03646393695583
43,High School,Technology,0,Urban,46,Divorced,Full-time,5,Own,Single-family home,Female,Car,32230,10.38068400132164
30,High School,Others,4,Rural,26,Married,Part-time,2,Own,Townhouse,Female,Biking,123798,11.726414561655583
64,High School,Education,4,Urban,3,Divorced,Full-time,6,Own,Apartment,Male,Biking,72468,11.19091416319482
48,Bachelor's,Others,2,Urban,48,Single,Part-time,3,Rent,Single-family home,Male,Public transit,151456,11.928057035261824
51,Bachelor's,Finance,0,Urban,23,Single,Part-time,6,Rent,Apartment,Female,Car,841932,13.643455717611852
56,High School,Education,0,Urban,26,Divorced,Part-time,6,Own,Apartment,Male,Public transit,3156436,14.964954417775495
20,Master's,Technology,1,Rural,0,Single,Full-time,2,Own,Townhouse,Male,Biking,70322,11.160854193565097
25,High School,Education,2,Urban,31,Married,Full-time,1,Rent,Single-family home,Male,Car,124165,11.729374658991711
40,Bachelor's,Healthcare,0,Urban,15,Married,Part-time,7,Rent,Single-family home,Female,Public transit,118531,11.682938245296585
31,Master's,Education,2,Urban,22,Married,Part-time,2,Rent,Apartment,Female,Walking,66088,11.098757597467895
44,Bachelor's,Others,2,Suburban,27,Married,Self-employed,6,Own,Townhouse,Male,Car,73404,11.203747332173561
46,Bachelor's,Finance,3,Urban,19,Married,Full-time,7,Own,Single-family home,Female,Car,66850,11.110221541281334
56,High School,Healthcare,0,Suburban,16,Divorced,Part-time,5,Own,Townhouse,Male,Public transit,75068,11.226162969577832
70,Master's,Education,3,Urban,35,Single,Part-time,7,Own,Apartment,Male,Public transit,72766,11.195017834711471
56,Bachelor's,Technology,4,Urban,44,Married,Full-time,1,Rent,Single-family home,Female,Biking,65964,11.096879577317877
18,Master's,Education,4,Urban,7,Single,Part-time,6,Own,Apartment,Male,Public transit,78851,11.275327956685867
34,High School,Technology,3,Urban,17,Married,Full-time,3,Rent,Single-family home,Male,Biking,226552,12.330734192117518
58,Bachelor's,Technology,4,Urban,12,Single,Part-time,5,Rent,Apartment,Male,Public transit,69828,11.153804675244917
47,Master's,Technology,3,Rural,8,Married,Part-time,3,Own,Apartment,Female,Car,52928,10.876706671796175
70,Doctorate,Healthcare,1,Urban,36,Single,Part-time,6,Own,Single-family home,Male,Public transit,3202560,14.97946136019067
30,High School,Technology,2,Urban,29,Single,Full-time,4,Rent,Apartment,Male,Public transit,303475,12.623057808924921
38,Master's,Education,1,Urban,42,Married,Self-employed,5,Own,Apartment,Male,Car,73830,11.209533976591038
36,Bachelor's,Healthcare,0,Urban,27,Single,Self-employed,2,Own,Apartment,Female,Car,71504,11.177522656307035
70,Bachelor's,Education,1,Suburban,45,Married,Self-employed,3,Own,Single-family home,Male,Public transit,69752,11.152715709511364
36,High School,Education,1,Suburban,49,Married,Full-time,2,Own,Townhouse,Male,Walking,64882,11.080340926931147
42,Bachelor's,Others,4,Urban,17,Single,Full-time,7,Own,Apartment,Female,Public transit,2290589,14.64431998426784
39,Bachelor's,Finance,5,Urban,19,Single,Full-time,7,Own,Apartment,Male,Car,70788,11.167458900379435
48,Bachelor's,Technology,5,Urban,47,Married,Full-time,6,Own,Townhouse,Female,Car,160215,11.984278183785259
34,High School,Technology,3,Urban,35,Divorced,Full-time,1,Own,Townhouse,Male,Public transit,68500,11.134603622683905
40,High School,Healthcare,0,Urban,18,Single,Part-time,3,Own,Apartment,Female,Car,6992811,15.760393322297737
49,Master's,Education,5,Suburban,4,Single,Full-time,3,Own,Single-family home,Female,Biking,152364,11.934034237066413
27,Doctorate,Finance,4,Urban,33,Single,Part-time,1,Rent,Apartment,Female,Biking,67386,11.1182073999587
27,Master's,Education,0,Urban,16,Married,Part-time,1,Rent,Townhouse,Male,Biking,604986,13.312962249178812
53,High School,Technology,2,Urban,27,Married,Self-employed,1,Own,Single-family home,Male,Walking,70908,11.1691526438153
25,Bachelor's,Healthcare,3,Urban,35,Single,Self-employed,6,Own,Single-family home,Female,Biking,66006,11.097516075990594
69,Master's,Others,4,Urban,37,Single,Part-time,1,Own,Townhouse,Female,Public transit,66256,11.101296398644163
37,Doctorate,Others,1,Urban,29,Married,Self-employed,7,Own,Apartment,Female,Public transit,2651459,14.79062098964504
49,Bachelor's,Healthcare,2,Suburban,17,Married,Full-time,4,Own,Apartment,Female,Biking,7539207,15.835627694679275
67,Master's,Finance,1,Urban,5,Married,Full-time,3,Rent,Single-family home,Male,Walking,5740837,15.563115750671162
31,Doctorate,Healthcare,5,Urban,25,Single,Full-time,6,Own,Single-family home,Male,Car,1322715,14.09519775641032
67,Master's,Technology,0,Suburban,14,Married,Part-time,6,Own,Apartment,Female,Public transit,71096,11.17180042080831
45,High School,Healthcare,2,Suburban,0,Married,Part-time,7,Own,Apartment,Male,Public transit,65436,11.088843126705
63,High School,Healthcare,4,Urban,16,Married,Full-time,4,Own,Townhouse,Female,Public transit,68578,11.135741644399955
69,Bachelor's,Healthcare,1,Urban,30,Married,Self-employed,7,Own,Townhouse,Male,Biking,1789540,14.397469720353527
70,Bachelor's,Others,5,Suburban,1,Married,Self-employed,4,Own,Apartment,Female,Biking,1123190,13.931684299401068
41,High School,Finance,1,Urban,35,Married,Full-time,7,Rent,Townhouse,Female,Public transit,74546,11.219185077934483
32,High School,Healthcare,0,Urban,34,Single,Full-time,2,Own,Single-family home,Male,Car,66716,11.10821507199294
39,Master's,Technology,0,Urban,26,Divorced,Self-employed,3,Rent,Single-family home,Female,Walking,74578,11.21961424522243
47,Bachelor's,Healthcare,5,Rural,2,Divorced,Full-time,3,Own,Apartment,Male,Public transit,595106,13.296496500292717
21,Bachelor's,Healthcare,3,Urban,45,Married,Full-time,6,Own,Apartment,Male,Walking,71580,11.17858495460522
30,Bachelor's,Others,5,Urban,19,Single,Full-time,3,Rent,Single-family home,Male,Public transit,68170,11.12977453345857
40,Bachelor's,Healthcare,3,Urban,7,Single,Full-time,3,Own,Apartment,Male,Car,1933305,14.474742048817562
25,Master's,Technology,5,Suburban,28,Married,Part-time,1,Rent,Apartment,Female,Car,99958,11.512515380897248
35,High School,Education,5,Urban,7,Divorced,Full-time,7,Rent,Single-family home,Male,Biking,815510,13.6115701896095
29,Master's,Healthcare,0,Suburban,40,Single,Self-employed,5,Rent,Single-family home,Female,Public transit,68854,11.139758123161226
48,Bachelor's,Technology,3,Urban,49,Married,Self-employed,2,Own,Single-family home,Male,Public transit,526109,13.173265595331449
31,High School,Others,5,Urban,26,Married,Part-time,2,Own,Single-family home,Female,Public transit,1563443,14.262401638161515
51,Master's,Finance,1,Suburban,25,Single,Self-employed,1,Own,Apartment,Male,Public transit,66680,11.107675333752876
35,Bachelor's,Healthcare,0,Urban,38,Married,Full-time,7,Own,Apartment,Male,Public transit,66450,11.104220112937112
51,Bachelor's,Finance,2,Rural,9,Married,Full-time,4,Rent,Single-family home,Male,Car,1011141,13.826590943134784
28,Bachelor's,Others,0,Suburban,29,Single,Full-time,5,Own,Apartment,Female,Public transit,68726,11.137897414101458
58,Bachelor's,Healthcare,5,Rural,32,Single,Self-employed,2,Own,Townhouse,Male,Public transit,65144,11.084370833637031
29,Bachelor's,Education,4,Suburban,35,Single,Self-employed,4,Own,Single-family home,Female,Car,71212,11.17343066500325
66,Master's,Healthcare,4,Suburban,19,Divorced,Full-time,7,Rent,Single-family home,Male,Car,794315,13.585236645940943
32,High School,Education,0,Urban,3,Married,Part-time,3,Rent,Apartment,Female,Car,75276,11.228929922243076
48,Doctorate,Technology,2,Urban,22,Married,Full-time,6,Rent,Single-family home,Male,Biking,70192,11.159003869942307
66,Bachelor's,Healthcare,0,Urban,28,Married,Full-time,5,Own,Single-family home,Female,Public transit,74296,11.215825853040078
46,High School,Healthcare,2,Urban,45,Divorced,Full-time,5,Rent,Single-family home,Female,Public transit,2135185,14.574064320288123
43,High School,Education,5,Suburban,31,Single,Part-time,6,Rent,Apartment,Male,Public transit,2789526,14.841382605374848
35,Bachelor's,Technology,1,Urban,36,Single,Full-time,3,Own,Single-family home,Female,Public transit,58139,10.970609174112868
49,Bachelor's,Technology,1,Urban,36,Single,Full-time,2,Rent,Townhouse,Male,Car,69348,11.146907006028343
39,High School,Technology,2,Suburban,50,Divorced,Full-time,7,Own,Apartment,Male,Public transit,65982,11.097152412072655
55,High School,Healthcare,3,Rural,25,Married,Full-time,5,Rent,Apartment,Female,Walking,74356,11.216633096750416
34,Master's,Technology,1,Suburban,4,Married,Part-time,1,Own,Townhouse,Male,Walking,65968,11.09694021369669
40,High School,Healthcare,4,Suburban,23,Single,Full-time,1,Own,Single-family home,Female,Biking,67924,11.126159434294548
41,Master's,Others,0,Urban,42,Married,Full-time,1,Rent,Single-family home,Male,Public transit,68956,11.141238400910993
67,Bachelor's,Education,5,Suburban,1,Single,Part-time,6,Rent,Apartment,Female,Public transit,69854,11.154176944084588
25,Bachelor's,Healthcare,3,Urban,14,Married,Full-time,5,Rent,Single-family home,Male,Car,96265,11.474870472100964
58,Bachelor's,Healthcare,4,Rural,45,Single,Self-employed,2,Rent,Single-family home,Male,Public transit,72672,11.193725205268558
23,High School,Healthcare,0,Urban,45,Married,Part-time,6,Rent,Single-family home,Female,Public transit,736602,13.509804355751575
22,Master's,Healthcare,4,Suburban,39,Married,Full-time,4,Own,Apartment,Male,Biking,71116,11.17208168707087
61,High School,Technology,3,Urban,7,Divorced,Full-time,2,Own,Single-family home,Male,Car,68662,11.13696575961963
46,Bachelor's,Finance,2,Urban,36,Single,Self-employed,4,Own,Apartment,Male,Car,104917,11.56093437165654
45,Bachelor's,Education,0,Suburban,36,Married,Full-time,7,Own,Single-family home,Female,Car,71060,11.171293942090692
28,High School,Technology,4,Suburban,13,Married,Full-time,5,Rent,Apartment,Female,Car,68144,11.129393066861613
18,Bachelor's,Finance,5,Suburban,4,Single,Self-employed,7,Own,Apartment,Female,Biking,8856462,15.996658032943484
60,Master's,Education,5,Urban,8,Married,Full-time,3,Rent,Apartment,Female,Biking,4455245,15.30959283621776
36,Bachelor's,Healthcare,4,Urban,21,Married,Full-time,4,Own,Single-family home,Male,Walking,70034,11.156750396073146
26,Master's,Healthcare,3,Urban,42,Single,Part-time,4,Own,Single-family home,Female,Car,69316,11.146445465339667
44,Master's,Others,3,Urban,48,Single,Self-employed,2,Own,Apartment,Male,Public transit,71264,11.174160602289131
51,Bachelor's,Finance,5,Urban,43,Single,Self-employed,5,Own,Townhouse,Female,Public transit,67410,11.118563488331727
61,Bachelor's,Healthcare,5,Suburban,43,Married,Full-time,2,Rent,Townhouse,Male,Car,73926,11.210833398801787
21,Bachelor's,Healthcare,3,Urban,47,Single,Self-employed,5,Rent,Apartment,Male,Biking,3702812,15.124603359025679
53,Bachelor's,Finance,2,Suburban,29,Single,Full-time,7,Rent,Single-family home,Female,Public transit,71046,11.171096908847732
35,High School,Technology,1,Urban,32,Married,Full-time,4,Rent,Single-family home,Male,Biking,71670,11.179841481730028
32,Doctorate,Finance,4,Urban,49,Single,Full-time,3,Rent,Apartment,Female,Car,72296,11.188537913510032
68,Bachelor's,Healthcare,2,Urban,37,Single,Full-time,6,Rent,Apartment,Female,Public transit,405981,12.914064102625677
30,Bachelor's,Others,4,Suburban,36,Single,Part-time,5,Own,Single-family home,Female,Public transit,3200128,14.978701679457428
36,Bachelor's,Finance,5,Suburban,49,Divorced,Full-time,4,Own,Single-family home,Male,Car,65830,11.09484613098911
66,Bachelor's,Healthcare,2,Urban,44,Single,Part-time,6,Own,Apartment,Female,Public transit,72560,11.192182866391956
23,Master's,Technology,5,Urban,37,Single,Full-time,6,Rent,Single-family home,Female,Car,71888,11.182878541740678
65,Bachelor's,Healthcare,5,Urban,6,Single,Full-time,3,Own,Single-family home,Female,Walking,4612244,15.344225281249827
29,High School,Education,5,Suburban,2,Single,Part-time,2,Own,Townhouse,Male,Car,2850156,14.86288463844686
68,High School,Technology,0,Suburban,42,Married,Part-time,2,Own,Townhouse,Female,Public transit,68014,11.12748354806753
54,Master's,Education,1,Urban,39,Divorced,Part-time,5,Rent,Townhouse,Female,Public transit,4873263,15.399274496430408
34,Bachelor's,Technology,5,Urban,31,Married,Part-time,5,Own,Single-family home,Female,Biking,66270,11.10150767475264
40,Doctorate,Healthcare,4,Urban,35,Married,Full-time,5,Own,Townhouse,Male,Car,73536,11.205543959897515
43,High School,Finance,3,Urban,41,Single,Self-employed,2,Own,Apartment,Male,Walking,68116,11.128982093877303
